

SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '22' AND '22')
AND (SO_LN.ITM_CD > '100000000')
AND (SO_LN.ITM_CD < '399999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;




SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 100142621              1
22 100155387              3
22 100157444              2
22 100171216              1
22 100187093              4
22 100425051              1
22 100439252              1
22 100454975              3
22 100685986              1
22 100740023              1
22 100743132              1
22 100772830              2
22 100776763              2
22 100790042              1
22 100799242              2
22 100900910              2
22 100915391              1
22 100918563              1
22 100929958              2
22 100975943              1
22 100982556              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 100993725              1
22 101756748              7
22 101780749              1
22 102765205              1
22 103170508              1
22 103178504              1
22 103454978              1
22 103790071              1
22 103790691              3
22 103799005              4
22 103799295              3
22 103799308              2
22 104155381              2
22 104187097              1
22 104439256              1
22 104740027              2
22 104743136              1
22 104756741              3
22 104772834              3
22 104780742              1
22 104916462              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 105795364              1
22 105915396              1
22 105969301              1
22 105991500              1
22 106178507              1
22 106199739              1
22 106425057              1
22 106454971              1
22 106799008              1
22 106799298              2
22 106900346              1
22 106961546              4
22 106969302              1
22 106991501              1
22 107544682              1
22 107740020              1
22 107765200              1
22 107900347              1
22 107969303              1
22 107991502              1
22 108425059              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 108900348              1
22 109199352              3
22 109930190              3
22 110918565              1
22 110961578              1
22 111155380              2
22 111157447              1
22 111187096              2
22 111199279              3
22 111425054              2
22 111439255              1
22 111458673              1
22 111685989              2
22 111740026              3
22 111756740              2
22 111776766              2
22 111780741              1
22 111790691              1
22 112198444              1
22 112199523              2
22 112743136              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 112752248              1
22 112918567              1
22 113155382              2
22 113187098              2
22 113196821              1
22 113198445              1
22 113439257              1
22 113458675              1
22 113712803              2
22 113740028              2
22 113756742              1
22 113780755              1
22 113790047              1
22 113934423              1
22 113949602              1
22 113978057              1
22 114165675              2
22 115170502              2
22 115171213              1
22 115178508              2
22 115745448              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 115799009              4
22 115799299              2
22 116105847              2
22 116770555              3
22 116772838              1
22 118180986              1
22 118196826              1
22 119180987              1
22 120185334              1
22 120710959              1
22 120964689              1
22 121710950              1
22 121964680              1
22 122799781              1
22 122918672              2
22 123185337              1
22 123799782              1
22 125165678              1
22 125710954              1
22 125798528              2
22 125916467              1
 
