


SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '21' AND '21')
AND (SO_LN.ITM_CD > '100000000')
AND (SO_LN.ITM_CD < '299999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;



SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 100142621              1
21 100157444              2
21 100186899              1
21 100195115              2
21 100195735              2
21 100454975              1
21 100544685              2
21 100695557              1
21 100699757              1
21 100748360              1
21 100755404              1
21 100776763              4
21 100788338              1
21 100790042              3
21 100901619              2
21 100912941              2
21 100922928              2
21 100923261              1
21 100934000              1
21 100946106              1
21 100949013              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 100950840              1
21 100952250              1
21 100953909              2
21 100955763              1
21 100956765              1
21 100960156              1
21 100969166              2
21 100978254              1
21 100987582              1
21 100990983              1
21 100996721              1
21 101498132              1
21 101712809              3
21 101756748              1
21 101775065              2
21 101780749              1
21 101790144              3
21 101795360              1
21 101931485              1
21 102799244              2
21 102951806              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 102955765              1
21 102975058              1
21 103170508              1
21 103171219              2
21 103178504              3
21 103199736              5
21 103454978              3
21 103745444              1
21 103790691              4
21 103799005              5
21 103799295              2
21 103799308              1
21 104142625              1
21 104155381              1
21 104157448              1
21 104171210              2
21 104174898              1
21 104186893              1
21 104544689              1
21 104740027              2
21 104788332              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 104903302              1
21 104923253              1
21 104946427              1
21 105710950              4
21 105755409              1
21 105795364              1
21 105907197              1
21 105910194              1
21 105911956              2
21 105949018              1
21 105956760              1
21 105957926              2
21 105957940              2
21 105959350              2
21 105971469              2
21 105984125              1
21 105990988              1
21 105992069              2
21 105997754              4
21 106148427              1
21 106170501              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 106178507              1
21 106199739              3
21 106425956              1
21 106454971              1
21 106745447              1
21 106775060              3
21 106790694              3
21 106799008              1
21 106799298              2
21 106957941              2
21 107195732              3
21 107196823              1
21 107544682              1
21 107699754              1
21 107788335              1
21 108174397              1
21 108198448              1
21 108425958              1
21 108625421              1
21 108782601              1
21 108915399              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 109142620              1
21 109195734              2
21 109199352              1
21 109799392              1
21 110698137              1
21 110799395              1
21 110907093              2
21 111155380              2
21 111157447              1
21 111195118              1
21 111425054              1
21 111544688              1
21 111685989              1
21 111785171              1
21 111790691              5
21 112148425              1
21 112193420              1
21 112710959              5
21 112752248              2
21 113155382              1
21 113157449              2
 
