


SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '21' AND '21')
AND (SO_LN.ITM_CD > '300000000')
AND (SO_LN.ITM_CD < '399999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;



SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 300328374              3
21 300473965              1
21 300553600              3
21 300779901              1
21 300783772              3
21 300799458              3
21 300991317              1
21 301167854              4
21 301173314              2
21 301198823              2
21 301199495              3
21 301487054              5
21 301550287              4
21 301936057              1
21 302148300              2
21 302184584              2
21 302431286              1
21 302536226              1
21 302711684              2
21 302738565              4
21 303199409              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 303437962              3
21 303497386              7
21 303555126              4
21 303563034              1
21 303711508              1
21 303738566              8
21 303753835              1
21 304437963              3
21 304760689              2
21 304785439              1
21 304788182              3
21 304799577              1
21 304910652              1
21 304963689              1
21 305167858              1
21 305900979              2
21 306173319              1
21 306199717              1
21 306555129              1
21 306900970              1
21 307900971              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 308796727              1
21 309328373              2
21 309437968              3
21 309473964              1
21 309487052              2
21 309497382              5
21 309799457              1
21 309799685              2
21 310184584              2
21 310437961              1
21 310550288              1
21 310563033              1
21 310738565              5
21 310974630              1
21 311536227              2
21 311799451              1
21 312138452              1
21 312173317              1
21 312328378              1
21 312431288              2
21 312437963              3
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 312448550              1
21 312473969              1
21 312497387              1
21 312555127              2
21 312567665              1
21 312738567              2
21 312788182              1
21 312799577              3
21 313902567              1
21 313954821              1
21 313958451              1
21 314199402              1
21 316550284              2
21 316779909              2
21 317167852              3
21 317199493              1
21 317555122              1
21 317783771              7
21 317799457              1
21 317799572              3
21 317934582              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 317975259              1
21 319473966              4
21 319487054              8
21 319499023              1
21 319799574              3
21 319799687              3
21 320167857              6
21 320173317              4
21 320184586              3
21 320328378              2
21 320448550              2
21 320473969              1
21 320487057              7
21 320499026              1
21 320553604              2
21 320555127             11
21 320698939              2
21 320711509              2
21 320738567             24
21 320760689              4
21 320779905              4
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 320788182              2
21 320799577              9
21 320799680              1
21 320957167              2
21 320968259              2
21 321138453              2
21 321148303              2
21 321184587              2
21 321198827              2
21 321199401              2
21 321199499              2
21 321199716              2
21 321431289              2
21 321437964              8
21 321487058              2
21 321497388              5
21 321499027              1
21 321553605              6
21 321555128              5
21 321711687              2
21 321785430              2
 
