


SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '21' AND '21')
AND (SO_LN.ITM_CD > '400000000')
AND (SO_LN.ITM_CD < '820999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;




SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 400165040              2
21 400420307              1
21 400760410              2
21 400906395              1
21 400908969              1
21 400918427              1
21 400944042              1
21 400948901              1
21 400966024              1
21 404420301              1
21 404906399              1
21 404966028              1
21 406760416              1
21 406908965              1
21 406948907              1
21 407420304              2
21 408165048              1
21 408420305              1
21 408948909              1
21 409420306              1
21 410199550              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 410760412              1
21 410799792              1
21 421183891              1
21 421745324              1
21 421910717              1
21 423745326              2
21 423934567              1
21 426195497              1
21 426932465              1
21 429795377              1
21 430795370              2
21 430906391              1
21 430913992              1
21 430950471              1
21 430966020              1
21 430966842              1
21 430973289              1
21 430996681              1
21 431183893              2
21 431745326              3
21 431910719              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 431934567              1
21 432183894              2
21 432745327              3
21 432910710              1
21 432934568              1
21 435183897              1
21 435745320              2
21 440962175              1
21 450172716              2
21 450699116              2
21 451196870              2
21 452168858              5
21 452199031              3
21 456911948              2
21 456965345              2
21 500023281              1
21 500039830              2
21 500048194              2
21 501039831              4
21 501043943              2
21 502039832              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 502048196              2
21 504023285              1
21 504928752              1
21 506025217              2
21 506039836              3
21 506043948              3
21 506048190              1
21 506056452              1
21 506065502              2
21 506088889              1
21 506099313              1
21 507039837              4
21 507043949              5
21 507046870              2
21 507082876              2
21 508025219              1
21 508039838              1
21 508043940              3
21 508046871              2
21 508048192              1
21 508065504              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 508099240              1
21 508099428              1
21 508993703              1
21 509005573              2
21 509030069              4
21 509039839              4
21 509043941              8
21 509046872              4
21 509082878              2
21 509099190              2
21 510039832              6
21 511039833              4
21 511043945              1
21 512025328              4
21 515043949              1
21 516039838              6
21 516043940              2
21 516082877              2
21 517030069              2
21 517039839              4
21 517043941              4
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
21 517046872              1
21 517099190              2
21 517099809              1
21 518039830              3
21 518043942              3
21 518082879              1
21 518088883              4
21 518099191              1
21 518099800              1
21 519030061              2
21 519039831              6
21 519043943              4
21 519046874              6
21 519099192              6
21 519099421              2
21 519099801              6
21 521045256             19
21 522082875              2
21 523035699             14
21 525944826              1
21 526040047              1
 
