



SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '23' AND '23')
AND (SO_LN.ITM_CD > '100000000')
AND (SO_LN.ITM_CD < '599999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;




SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 100155387              1
23 100195115              1
23 100425950              2
23 100695557              3
23 100743132              1
23 100750858              1
23 100783542              1
23 100790042              3
23 100799014              1
23 100901772              1
23 100903182              1
23 100909603              2
23 100910985              1
23 100914731              1
23 100926433              1
23 100929439              2
23 100958226              2
23 100965118              1
23 100992658              1
23 100996911              1
23 101498132              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 101712809              1
23 101756748              2
23 101790144              1
23 101795360              1
23 101901773              1
23 101926434              1
23 101966399              1
23 102765205              1
23 102901825              2
23 102910317              2
23 102996913              1
23 103171219              1
23 103178504              1
23 103745444              1
23 103790071              1
23 103790691              3
23 103799295              1
23 104155381              1
23 104186893              3
23 104439256              2
23 104756741              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 104772834              1
23 104788332              1
23 104790046              1
23 104799018              1
23 104910989              1
23 105710950              1
23 105902236              1
23 105903187              1
23 105985230              1
23 106425956              2
23 106790694              4
23 107765200              1
23 107772837              1
23 107783549              1
23 107956320              1
23 107965735              1
23 108425958              2
23 108625421              2
23 108799391              1
23 108925047              1
23 109198451              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 109199352              1
23 109799392              2
23 109988153              1
23 110799395              2
23 110992282              1
23 111439255              1
23 111498134              1
23 111712801              1
23 111740026              1
23 111756740              1
23 111790045              1
23 111991293              1
23 112199535              1
23 112788332              2
23 112924457              1
23 112965112              1
23 113155382              1
23 113196821              1
23 113439257              1
23 113498136              1
23 113740028              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 113756742              1
23 113757910              1
23 113799019              1
23 113903098              2
23 113910980              1
23 113965113              1
23 114165675              4
23 114196822              1
23 114924459              1
23 115168002              1
23 115199350              1
23 115745448              1
23 115799009              1
23 115799299              3
23 115924450              1
23 116199577              1
23 116780758              1
23 116783110              4
23 116799810              2
23 116924451              1
23 117199578              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
23 117799974              1
23 118180986              1
23 118991290              1
23 119180987              1
23 119199847              1
23 119799976              1
23 119900151              1
23 120185334              1
23 120783116              1
23 121174394              1
23 121199574              1
23 121783117              1
23 121988197              1
23 121991295              1
23 122199842              1
23 122745613              1
23 122757911              2
23 122799642              1
23 123165676              4
23 123185337              1
23 123745614              1
 
