

SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '16' AND '16')
AND (SO_LN.ITM_CD > '100000000')
AND (SO_LN.ITM_CD < '399999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;



SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 100157444              1
16 100171216              2
16 100186899              1
16 100187093              2
16 100425950              3
16 100439252              1
16 100479915              1
16 100699757              1
16 100740023              3
16 100772830              1
16 100776763              1
16 100782603              1
16 100799242              2
16 100909843              1
16 100937575              1
16 100943794              2
16 100943819              1
16 100954569              1
16 100954646              1
16 100960651              1
16 100982594              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 100991935              1
16 101712809              1
16 101756748              1
16 101775065              1
16 101790144              2
16 102924277              2
16 103168197              1
16 103170508              2
16 103171219              1
16 103178504              1
16 103745444              1
16 103790122              2
16 103790691              2
16 103799005              1
16 104157448              1
16 104187097              2
16 104740027              1
16 104743136              3
16 104772834              2
16 105795364              1
16 105939459              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 105975152              1
16 106168190              1
16 106170501              1
16 106178507              1
16 106745447              1
16 106775060              1
16 106799298              1
16 106975153              1
16 107195732              2
16 107776570              1
16 107959681              1
16 108174397              1
16 108199577              1
16 108959682              1
16 108975155              1
16 109799392              1
16 110799395              1
16 110909845              1
16 111155380              1
16 111171219              1
16 111187096              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 111439255              1
16 111740026              2
16 111756740              1
16 111790691              1
16 111975326              1
16 112790147              1
16 112956618              2
16 112975327              1
16 113155382              1
16 113171211              1
16 113185335              1
16 113187098              1
16 113740028              1
16 114165675              2
16 114795365              3
16 115171213              1
16 115178508              1
16 115745448              2
16 115799299              1
16 116199577              1
16 116799240              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 117199578              1
16 118946308              1
16 119199847              1
16 119946347              1
16 120185334              1
16 120799816              1
16 120954931              1
16 121174394              2
16 121185335              2
16 121199574              1
16 121799817              1
16 121954932              1
16 122185336              1
16 122199842              1
16 122757911              1
16 122799642              4
16 123165676              1
16 123174396              1
16 123757912              1
16 123799643              4
16 124799391              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 125799645              3
16 125943818              2
16 125954568              1
16 126165679              3
16 126166102              1
16 126176569              2
16 126176761              2
16 126185330              1
16 126199276              3
16 126199517              2
16 126199846              1
16 126757915              2
16 126799812              1
16 127176762              1
16 127185331              2
16 127199277              2
16 127757916              1
16 127799813              1
16 128199519              2
16 128799509              1
16 128799648              4
 
