



SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '22' AND '22')
AND (SO_LN.ITM_CD > '400000000')
AND (SO_LN.ITM_CD < '820999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;




SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 400165040              1
22 400165139              1
22 400760410              2
22 400791035              1
22 401420308              1
22 404760414              2
22 404903773              1
22 404957295              1
22 405420302              1
22 406165135              1
22 406760416              1
22 408165137              1
22 408760418              1
22 408980351              2
22 410199550              1
22 414165779              1
22 414167583              1
22 419167588              1
22 419991662              1
22 421199553              1
22 421748178              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 421991666              3
22 423183893              1
22 423748170              1
22 423917953              1
22 423991668              1
22 426165773              2
22 426785145              3
22 426957291              1
22 426977875              1
22 428785147              1
22 430785141              2
22 430901606              1
22 430919540              2
22 430963581              1
22 430990893              1
22 431183893              1
22 431748170              1
22 431917953              1
22 431977872              1
22 431991668              1
22 432183894              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 432748171              1
22 432917954              1
22 433199557              1
22 434165773              4
22 434199558              1
22 435165774              4
22 435183897              1
22 435748174              1
22 435917957              1
22 435991662              2
22 436748175              1
22 436985317              1
22 436995255              1
22 437165776              2
22 438165777              2
22 440132710              1
22 440139726              1
22 445177795              1
22 446177796              1
22 448192219              1
22 449192210              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 450172716              1
22 450196879              1
22 452168858              2
22 452199031              4
22 500056456              2
22 501039831              2
22 501043943              1
22 502030404              1
22 502056458              2
22 502088885              1
22 506025217              1
22 506043948              1
22 507030067              4
22 507039837              4
22 508023289              1
22 508046871              1
22 508048192              1
22 508056454              3
22 508082877              2
22 508088881              1
22 508099315              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 508099808              1
22 508991343              1
22 509030069              4
22 509039839              5
22 509043941              6
22 509046872              2
22 509082878              6
22 509099809              4
22 512065500              2
22 516025322              4
22 516039838              2
22 516082877              1
22 517030069              1
22 517043941              1
22 517046872              1
22 517082878              1
22 518025324              2
22 518039830              2
22 518043942              1
22 518065506              1
22 518082879              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
22 518099317              1
22 519005765              2
22 519030061              2
22 519039831              4
22 519043943              6
22 519046874              2
22 519082870              4
22 520039834              2
22 521045256              6
22 523035699              3
22 526039830              2
22 526082879              1
22 528039832              2
22 528044566              1
22 528082871              1
22 528085473              1
22 529005767              2
22 529040040              2
22 529044567              1
22 529085474              1
22 530001952              1
 
