


SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '31' AND '31')
AND (SO_LN.ITM_CD > '100000000')
AND (SO_LN.ITM_CD < '820999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;



SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 100155387              2
31 100454975              1
31 100790042              2
31 100799242              2
31 101498132              1
31 101682993              1
31 101756748              4
31 101790144              1
31 101795360              1
31 102968926              1
31 103170508              1
31 103171219              1
31 103178504              2
31 103199736              2
31 103745444              1
31 103790071              1
31 103790691              1
31 103799295              1
31 103799308              2
31 104756741              2
31 104790046              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 105964969              1
31 106170501              1
31 106178507              2
31 106199739              1
31 106454971              2
31 106790694              1
31 106799298              1
31 107142628              2
31 107699754              1
31 107964961              1
31 109799392              1
31 110199519              1
31 110799395              1
31 111790691              1
31 112752248              1
31 112790147              1
31 113185335              1
31 113756742              1
31 114165675              1
31 115170502              1
31 115171213              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 115178508              2
31 115199730              1
31 115799009              1
31 116799240              5
31 119754148              1
31 120185334              1
31 120754141              1
31 121145608              1
31 121174394              3
31 121185335              1
31 122745613              1
31 123145600              1
31 123745614              1
31 124799391              1
31 126165679              1
31 126176569              1
31 126199276              1
31 126199517              1
31 126754147              1
31 127185331              1
31 127754148              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 128199519              1
31 129199510              1
31 130149873              1
31 131145600              1
31 132145601              1
31 132911620              1
31 133174398              2
31 133911621              1
31 134165679              1
31 134199276              2
31 134199517              1
31 135165670              1
31 135174390              1
31 135199277              2
31 135199518              1
31 136920522              2
31 137117734              1
31 140132717              1
31 140441611              2
31 140480625              2
31 142145855              4
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 142729500              1
31 143199772              1
31 144120007              1
31 144128421              1
31 144130046              1
31 144738044              1
31 144999969              2
31 146924801              1
31 147113738              1
31 147958168              1
31 151177548              1
31 153127684              2
31 160799674              1
31 163956075              2
31 196994339              1
31 200126755              2
31 200346953              1
31 200799483              1
31 200908032              1
31 200985349              1
31 201126756              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
31 201550452              1
31 201765255              1
31 201908033              1
31 202908034              4
31 203779989              1
31 205912024              4
31 205956800              1
31 206912025              1
31 206956801              1
31 207912026              1
31 207956802              1
31 208490158              1
31 208912027              1
31 208956803              1
31 209490159              1
31 209912028              3
31 209956804              5
31 210144743              1
31 210195637              1
31 211144744              1
31 212144745              4
 
