



SELECT SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY)
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V')
AND (SO.SO_WR_DT Between DATE '2020-12-01' And DATE '2020-12-31')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
AND (SO.SO_STORE_CD Between '16' AND '16')
AND (SO_LN.ITM_CD > '400000000')
AND (SO_LN.ITM_CD < '820999999'))
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD
ORDER BY SO.SO_STORE_CD;



SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 400166092              1
16 400166129              1
16 400791035              1
16 400986634              1
16 403195755              2
16 404166096              1
16 405195757              2
16 406166098              1
16 406166125              1
16 406986630              1
16 407167584              1
16 408986632              1
16 410760412              2
16 414167583              1
16 418967355              1
16 419167588              1
16 421183891              3
16 421748178              1
16 421967350              1
16 421975193              1
16 421981300              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 423183893              1
16 423748170              1
16 423975195              1
16 423981302              1
16 426195497              1
16 426785145              2
16 426795374              1
16 426974083              1
16 428785147              2
16 430785141              1
16 430917774              1
16 430941547              1
16 430945153              1
16 430974089              1
16 430975194              1
16 430985575              1
16 431183893              3
16 431748170              1
16 431975195              1
16 431981302              1
16 431986819              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 432183894              3
16 432748171              1
16 432967353              1
16 432981303              1
16 432986810              2
16 435748174              1
16 435967356              1
16 435981306              1
16 436748175              2
16 436981307              1
16 436986814              2
16 440132710              1
16 448176493              1
16 450172716              2
16 450199368              2
16 452168858              1
16 501099192              2
16 502023283              1
16 504025215              1
16 505030065              1
16 506025217              3
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 506043948              1
16 506065502              1
16 506099806              1
16 507082876              1
16 508025219              2
16 508065504              1
16 508099240              2
16 508099632              2
16 509030069              2
16 509046872              2
16 516025322              1
16 516043940              1
16 517005763              2
16 518039830              1
16 519030061              1
16 519046874              2
16 521045256              2
16 528085473              1
16 528099636              1
16 529005767              3
16 529040040              2
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 529044567              1
16 529085474              2
16 530040207              3
16 530044560              1
16 530085477              2
16 532001954              2
16 532040209              1
16 533001955              1
16 533040200              2
16 533061002              1
16 534001956              1
16 534003758              1
16 535030617              1
16 537044567              1
16 538099311              1
16 544729227              1
16 546729229              1
16 550927249              2
16 550940639              1
16 550940691              1
16 551992007              1
 
SO ITM_CD    SUM(SO_LN.QTY)
-- --------- --------------
16 551992045              1
16 554927229              2
16 555927294              6
16 556959076              1
16 557940650              2
16 557959003              1
16 558940613              2
16 559992005              2
16 560959072              1
16 562940645              1
16 563927256              1
16 571959025              2
16 600119906              1
16 600418861              1
16 600429585              1
16 600527191              1
16 600714655              1
16 602119908              1
16 603124974              2
16 603142251              1
16 603146158              1
 
