


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-03-30' And DATE '2021-03-30')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-MAR-21 01 516043940       1
30-MAR-21 03 013784423       1
30-MAR-21 03 014568173       1
30-MAR-21 03 038967393       1
30-MAR-21 03 051970373       1
30-MAR-21 03 099008407       3
30-MAR-21 03 099008419       3
30-MAR-21 03 107544682       1
30-MAR-21 03 109954075       1
30-MAR-21 03 111544688       1
30-MAR-21 03 113196821       1
30-MAR-21 03 113544680       1
30-MAR-21 03 118196826       1
30-MAR-21 03 136964233       1
30-MAR-21 03 196917440       1
30-MAR-21 03 196954070       1
30-MAR-21 03 261199535       6
30-MAR-21 03 268924000       1
30-MAR-21 03 269775927       1
30-MAR-21 03 300900431       1
30-MAR-21 03 312799680       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-MAR-21 03 321497388       2
30-MAR-21 03 346148302       1
30-MAR-21 03 347148303       1
30-MAR-21 03 363779906       1
30-MAR-21 03 364779907       1
30-MAR-21 03 369148309       1
30-MAR-21 03 400973106       1
30-MAR-21 03 404973100       1
30-MAR-21 03 431973103       1
30-MAR-21 03 631436347       1
30-MAR-21 03 638768676       1
30-MAR-21 03 639768677       1
30-MAR-21 03 767755598       1
30-MAR-21 03 922154682       1
30-MAR-21 03 923139782       1
30-MAR-21 03 923171627       1
30-MAR-21 03 923172770       1
30-MAR-21 03 944135335       1
30-MAR-21 04 099008407       1
30-MAR-21 04 099008419       1
30-MAR-21 04 100776763       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-MAR-21 04 104776767       1
30-MAR-21 04 302473967       1
30-MAR-21 04 303738566       1
30-MAR-21 04 309473964       1
30-MAR-21 04 310738565       1
30-MAR-21 04 312473969       1
30-MAR-21 04 312738567       1
30-MAR-21 04 321473960       2
30-MAR-21 04 323738560       2
30-MAR-21 04 338473969       1
30-MAR-21 04 348711501       1
30-MAR-21 04 351473966       1
30-MAR-21 04 355738568       1
30-MAR-21 04 362738567       1
30-MAR-21 04 363473960       1
30-MAR-21 04 365711502       1
30-MAR-21 04 366711503       1
30-MAR-21 04 367473964       1
30-MAR-21 04 368738563       1
30-MAR-21 04 506048190       1
30-MAR-21 04 506065502       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-MAR-21 04 507043949       1
30-MAR-21 04 507046870       1
30-MAR-21 04 601474339       1
30-MAR-21 04 613152925       1
30-MAR-21 04 623152927       1
30-MAR-21 04 630459849       2
30-MAR-21 04 667140126       1
30-MAR-21 04 670119900       1
30-MAR-21 04 695119909       1
30-MAR-21 04 816720127       3
30-MAR-21 06 100454975       1
30-MAR-21 06 508046871       1
30-MAR-21 06 810799328       1
30-MAR-21 08 165187191       1
30-MAR-21 08 259189186       2
30-MAR-21 08 662429589       1
30-MAR-21 08 682718182       1
30-MAR-21 09 367148307       1
