

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-03-06' And DATE '2021-03-06')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;




SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
06-MAR-21 01 128199519       1
06-MAR-21 01 129199510       2
06-MAR-21 01 134199517       1
06-MAR-21 01 135199518       1
06-MAR-21 01 269199874       1
06-MAR-21 01 312567665       1
06-MAR-21 03 001790129       1
06-MAR-21 03 014584747       1
06-MAR-21 03 014768975       1
06-MAR-21 03 066933120       1
06-MAR-21 03 099000247      16
06-MAR-21 03 099001958       1
06-MAR-21 03 099008407       6
06-MAR-21 03 099009411       1
06-MAR-21 03 100157444       1
06-MAR-21 03 100699757       1
06-MAR-21 03 100959836       1
06-MAR-21 03 102959838       1
06-MAR-21 03 105902200       1
06-MAR-21 03 109754146       1
06-MAR-21 03 109799392       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
06-MAR-21 03 110799395       1
06-MAR-21 03 111157447       1
06-MAR-21 03 113157449       1
06-MAR-21 03 115745448       2
06-MAR-21 03 119754148       1
06-MAR-21 03 124798527       1
06-MAR-21 03 124799391       1
06-MAR-21 03 125902204       1
06-MAR-21 03 126176761       2
06-MAR-21 03 126754147       2
06-MAR-21 03 127176762       1
06-MAR-21 03 127754148       1
06-MAR-21 03 134176761       1
06-MAR-21 03 135176762       1
06-MAR-21 03 153753946       2
06-MAR-21 03 174197686       1
06-MAR-21 03 210144743       1
06-MAR-21 03 211144744       1
06-MAR-21 03 213144746       1
06-MAR-21 03 217139078       2
06-MAR-21 03 217160023       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
06-MAR-21 03 220139073       2
06-MAR-21 03 238998186       1
06-MAR-21 03 239998187       1
06-MAR-21 03 259785750       1
06-MAR-21 03 261912553       2
06-MAR-21 03 263991258       6
06-MAR-21 03 263998187       4
06-MAR-21 03 276139079       2
06-MAR-21 03 277160025       1
06-MAR-21 03 292112124       4
06-MAR-21 03 301190827       1
06-MAR-21 03 301487054       1
06-MAR-21 03 303555126       1
06-MAR-21 03 303738566       1
06-MAR-21 03 304499583       1
06-MAR-21 03 304799995       1
06-MAR-21 03 310499581       1
06-MAR-21 03 312915094       1
06-MAR-21 03 312974036       1
06-MAR-21 03 316799999       1
06-MAR-21 03 317499588       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
06-MAR-21 03 320190820       2
06-MAR-21 03 320199715       1
06-MAR-21 03 320555127       2
06-MAR-21 03 321199716       1
06-MAR-21 03 321487058       2
06-MAR-21 03 321915095       2
06-MAR-21 03 323553607       2
06-MAR-21 03 323738560       4
06-MAR-21 03 323799998       2
06-MAR-21 03 342978965       1
06-MAR-21 03 347785430       1
06-MAR-21 03 350499589       1
06-MAR-21 03 350553600       1
06-MAR-21 03 351190827       1
06-MAR-21 03 351499580       1
06-MAR-21 03 352190828       1
06-MAR-21 03 352553602       1
06-MAR-21 03 355738568       2
