


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-03-27' And DATE '2021-03-27')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;




SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAR-21 01 167199667       1
27-MAR-21 01 302711696       1
27-MAR-21 01 320711698       2
27-MAR-21 01 910113707       2
27-MAR-21 01 951118009       1
27-MAR-21 03 099007962       1
27-MAR-21 03 099007974       1
27-MAR-21 03 099008407       3
27-MAR-21 03 099008419       8
27-MAR-21 03 100965409       1
27-MAR-21 03 101949343       1
27-MAR-21 03 102765205       1
27-MAR-21 03 107765200       1
27-MAR-21 03 110965401       1
27-MAR-21 03 120965403       1
27-MAR-21 03 130965405       1
27-MAR-21 03 140147415       1
27-MAR-21 03 140949340       1
27-MAR-21 03 147199512       1
27-MAR-21 03 148199513       1
27-MAR-21 03 153127684       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAR-21 03 156919547       2
27-MAR-21 03 169198643       2
27-MAR-21 03 174197686       1
27-MAR-21 03 230799326       1
27-MAR-21 03 231007217       1
27-MAR-21 03 231799327       1
27-MAR-21 03 235799484       1
27-MAR-21 03 238985040       1
27-MAR-21 03 239985041       1
27-MAR-21 03 247799488       1
27-MAR-21 03 260799485       4
27-MAR-21 03 263799325       4
27-MAR-21 03 263985041       4
27-MAR-21 03 268416445       1
27-MAR-21 03 320990864       2
27-MAR-21 03 347799314       1
27-MAR-21 03 356487059       1
27-MAR-21 03 361799312       1
27-MAR-21 03 364487059       1
27-MAR-21 03 366973696       1
27-MAR-21 03 367973697       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAR-21 03 600417592       1
27-MAR-21 03 650417592       1
27-MAR-21 03 805985047       2
27-MAR-21 03 951133051       1
27-MAR-21 03 954178856       1
27-MAR-21 03 963103797       1
27-MAR-21 04 014567917       1
27-MAR-21 04 049977652       1
27-MAR-21 04 049979151       1
27-MAR-21 04 099003748       1
27-MAR-21 04 099003750       1
27-MAR-21 04 099008407       2
27-MAR-21 04 099008419       2
27-MAR-21 04 103790691       2
27-MAR-21 04 111790691       1
27-MAR-21 04 115199730       1
27-MAR-21 04 121174394       2
27-MAR-21 04 123174396       1
27-MAR-21 04 133174398       1
27-MAR-21 04 135174390       1
27-MAR-21 04 201466376       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAR-21 04 252466377       4
27-MAR-21 04 259466374       2
27-MAR-21 04 269466376       1
27-MAR-21 04 320711509       2
27-MAR-21 04 351711506       1
27-MAR-21 04 367711504       1
27-MAR-21 04 372711501       1
27-MAR-21 04 403195921       1
27-MAR-21 04 405195923       1
27-MAR-21 04 465294230       1
27-MAR-21 04 509043941       2
27-MAR-21 04 518043942       1
27-MAR-21 04 522099313       2
27-MAR-21 04 910021978       2
27-MAR-21 06 099007962       1
27-MAR-21 06 099008407       2
27-MAR-21 06 099008419       1
27-MAR-21 06 103790122       1
