


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-03-07' And DATE '2021-03-07')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-MAR-21 01 110925267       1
07-MAR-21 01 196925269       1
07-MAR-21 01 217199531       1
07-MAR-21 01 220199536       1
07-MAR-21 01 261199535       8
07-MAR-21 01 276199532       1
07-MAR-21 01 278199534       1
07-MAR-21 01 348760681       2
07-MAR-21 01 351173314       1
07-MAR-21 01 363173318       1
07-MAR-21 01 365760682       2
07-MAR-21 01 367173312       1
07-MAR-21 01 421199553       2
07-MAR-21 01 428785147       1
07-MAR-21 01 430785141       1
07-MAR-21 01 430932687       2
07-MAR-21 01 433199557       1
07-MAR-21 01 434199558       1
07-MAR-21 01 800972970       1
07-MAR-21 03 038924076       1
07-MAR-21 03 099000247       5
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-MAR-21 03 099003748       1
07-MAR-21 03 099008407       4
07-MAR-21 03 100157444       1
07-MAR-21 03 104157448       1
07-MAR-21 03 105699752       2
07-MAR-21 03 105964476       1
07-MAR-21 03 106964477       1
07-MAR-21 03 107964478       1
07-MAR-21 03 108964479       1
07-MAR-21 03 113196821       1
07-MAR-21 03 114196822       1
07-MAR-21 03 116772838       1
07-MAR-21 03 151187979       1
07-MAR-21 03 160979854       1
07-MAR-21 03 162910410       2
07-MAR-21 03 163979857       1
07-MAR-21 03 165187191       2
07-MAR-21 03 201165796       1
07-MAR-21 03 208773590       1
07-MAR-21 03 231019402       1
07-MAR-21 03 235963053       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-MAR-21 03 248550457       1
07-MAR-21 03 254773596       2
07-MAR-21 03 261773595       6
07-MAR-21 03 261963067       8
07-MAR-21 03 268773592       1
07-MAR-21 03 280148062       1
07-MAR-21 03 281148063       1
07-MAR-21 03 301487054       1
07-MAR-21 03 309487052       1
07-MAR-21 03 312487057       1
07-MAR-21 03 320487057       2
07-MAR-21 03 351487054       1
07-MAR-21 03 363487058       1
07-MAR-21 03 400760410       1
07-MAR-21 03 400987206       2
07-MAR-21 03 404917431       1
07-MAR-21 03 408760418       1
07-MAR-21 03 410760412       2
07-MAR-21 03 523035699       2
07-MAR-21 03 626717067       2
07-MAR-21 03 634717067       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-MAR-21 03 657179529       1
07-MAR-21 03 744782120       1
07-MAR-21 03 751333584       1
07-MAR-21 03 759599825       1
07-MAR-21 03 770599820       1
07-MAR-21 03 771599821       1
07-MAR-21 03 774599824       1
07-MAR-21 03 792572577       1
07-MAR-21 03 792970709       1
07-MAR-21 03 923122193       1
07-MAR-21 03 941153037       1
07-MAR-21 03 942719963       1
07-MAR-21 03 954113141       1
07-MAR-21 04 099000247       3
07-MAR-21 04 099008407       3
07-MAR-21 04 103199736       1
07-MAR-21 04 105995293       1
07-MAR-21 04 122799642       1
