

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-03-05' And DATE '2021-03-05')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-MAR-21 01 231442649       1
05-MAR-21 01 235442643       1
05-MAR-21 03 099000247       3
05-MAR-21 03 099004625       1
05-MAR-21 03 099008407       2
05-MAR-21 03 101756748       1
05-MAR-21 03 126199276       1
05-MAR-21 03 134199276       1
05-MAR-21 03 135199277       1
05-MAR-21 03 138799018       1
05-MAR-21 03 140926241       1
05-MAR-21 03 140941231       2
05-MAR-21 03 141901911       1
05-MAR-21 03 147199194       1
05-MAR-21 03 147926248       1
05-MAR-21 03 148199195       1
05-MAR-21 03 156966231       1
05-MAR-21 03 172924017       1
05-MAR-21 03 196994175       1
05-MAR-21 03 217160023       2
05-MAR-21 03 227779987       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-MAR-21 03 268109379       1
05-MAR-21 03 268961224       1
05-MAR-21 03 269549384       1
05-MAR-21 03 277160025       2
05-MAR-21 03 300783772       1
05-MAR-21 03 321487058       2
05-MAR-21 03 323783779       2
05-MAR-21 03 356487059       1
05-MAR-21 03 356783778       1
05-MAR-21 03 358783770       1
05-MAR-21 03 358923526       1
05-MAR-21 03 359923527       1
05-MAR-21 03 364487059       1
05-MAR-21 03 367783771       1
05-MAR-21 03 426795374       1
05-MAR-21 03 504025215       1
05-MAR-21 03 532003807       1
05-MAR-21 03 535030617       1
05-MAR-21 03 538099195       1
05-MAR-21 03 563424907       1
05-MAR-21 03 628975736       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-MAR-21 03 926128352       1
05-MAR-21 04 013782405       1
05-MAR-21 04 014548981       1
05-MAR-21 04 051942273       1
05-MAR-21 04 064917504       1
05-MAR-21 04 112752248       1
05-MAR-21 04 162916993       1
05-MAR-21 04 273199046       1
05-MAR-21 04 301198657       1
05-MAR-21 04 321198651       2
05-MAR-21 04 351173314       1
05-MAR-21 04 363173318       1
05-MAR-21 04 367173312       1
05-MAR-21 04 505039835       1
05-MAR-21 04 514039836       1
05-MAR-21 04 672752233       1
05-MAR-21 06 099000247       2
05-MAR-21 06 099008407       2
05-MAR-21 06 103799005       1
05-MAR-21 06 703141894       1
05-MAR-21 06 706141897       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-MAR-21 06 815720354       4
05-MAR-21 06 910112642       1
05-MAR-21 06 923019562       1
05-MAR-21 06 923115061       1
05-MAR-21 06 923115718       1
05-MAR-21 08 100946562       1
05-MAR-21 08 151185557       1
05-MAR-21 08 630774203       1
05-MAR-21 08 654743321       2
05-MAR-21 08 751333584       1
05-MAR-21 08 910013856       1
05-MAR-21 08 910111424       1
05-MAR-21 08 923163505       1
05-MAR-21 08 929183286       1
05-MAR-21 09 001968291       1
05-MAR-21 09 243934949       1
05-MAR-21 10 014586525       1
05-MAR-21 10 041919690       1
