


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-26' And DATE '2021-05-26')
AND (SO.SO_STORE_CD Between '01' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
26-MAY-21 01 049926174       1
26-MAY-21 01 099008407       1
26-MAY-21 01 099008419       1
26-MAY-21 01 103799005       1
26-MAY-21 01 104187097       1
26-MAY-21 01 254499861       2
26-MAY-21 01 256499863       4
26-MAY-21 01 265631626       1
26-MAY-21 01 303437962       1
26-MAY-21 01 309437968       1
26-MAY-21 03 103178504       1
26-MAY-21 03 106178507       1
26-MAY-21 03 107196823       1
26-MAY-21 03 111799017       1
26-MAY-21 03 113799019       1
26-MAY-21 03 115765200       1
26-MAY-21 03 129799017       1
26-MAY-21 03 138799018       1
26-MAY-21 03 304799680       1
26-MAY-21 03 319799687       2
26-MAY-21 03 321199499       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
26-MAY-21 03 363799681       1
26-MAY-21 03 372799682       1
26-MAY-21 03 603744194       1
26-MAY-21 03 613199896       2
26-MAY-21 03 613762992       1
26-MAY-21 03 624114702       2
26-MAY-21 03 625114703       2
26-MAY-21 03 682335027       1
26-MAY-21 03 688762991       1
26-MAY-21 03 954126287       1
26-MAY-21 03 954212646       1
26-MAY-21 04 049963944       1
26-MAY-21 04 099008407       1
26-MAY-21 04 099008419       1
26-MAY-21 04 099009411       1
26-MAY-21 04 102790145       1
26-MAY-21 04 104157448       1
26-MAY-21 04 112790147       2
26-MAY-21 04 312448550       1
26-MAY-21 04 416905416       1
26-MAY-21 04 417905417       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
26-MAY-21 04 506099705       1
26-MAY-21 04 507085478       1
26-MAY-21 04 532001954       1
26-MAY-21 04 600130986       1
26-MAY-21 04 630130982       1
26-MAY-21 04 637474331       1
26-MAY-21 04 809969504       1
26-MAY-21 06 102929342       1
26-MAY-21 06 103948901       1
26-MAY-21 06 106929346       1
26-MAY-21 06 107929347       1
26-MAY-21 06 108929348       1
26-MAY-21 06 109929349       1
26-MAY-21 06 110992939       2
26-MAY-21 06 144120007       2
26-MAY-21 06 174197686       1
26-MAY-21 06 184197688       1
26-MAY-21 06 200346953       1
26-MAY-21 06 200717049       1
26-MAY-21 06 231009831       1
26-MAY-21 06 255132866       4
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
26-MAY-21 06 262725141       6
26-MAY-21 06 270900357       1
26-MAY-21 06 300917044       1
26-MAY-21 06 300961237       1
26-MAY-21 06 321473960       2
26-MAY-21 06 631436347       1
26-MAY-21 06 749461416       1
26-MAY-21 06 801999484       1
26-MAY-21 06 810499651       2
26-MAY-21 06 923107672       1
26-MAY-21 08 099007962       1
26-MAY-21 08 099007974       1
26-MAY-21 08 099009411       1
26-MAY-21 08 121174394       1
26-MAY-21 08 147199120       1
26-MAY-21 08 148199121       1
26-MAY-21 08 300328374       1
26-MAY-21 08 300448556       1
