

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-18' And DATE '2021-05-18')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
18-MAY-21 01 268926612       1
18-MAY-21 01 301167828       1
18-MAY-21 01 304908291       1
18-MAY-21 01 355163696       1
18-MAY-21 01 355738568       1
18-MAY-21 01 362163695       1
18-MAY-21 01 362738567       1
18-MAY-21 01 368738563       1
18-MAY-21 01 806144743       4
18-MAY-21 03 001727974       1
18-MAY-21 03 099008407       2
18-MAY-21 03 099008419       2
18-MAY-21 03 100931458       1
18-MAY-21 03 110931450       1
18-MAY-21 03 120931452       1
18-MAY-21 03 130931454       1
18-MAY-21 03 134165679       1
18-MAY-21 03 135165670       1
18-MAY-21 03 144436347       1
18-MAY-21 03 162970391       1
18-MAY-21 03 201725148       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
18-MAY-21 03 203550454       1
18-MAY-21 03 248550457       4
18-MAY-21 03 254725141       2
18-MAY-21 03 262725141       5
18-MAY-21 03 269725148       1
18-MAY-21 03 303555126       1
18-MAY-21 03 310946883       1
18-MAY-21 03 319487054       2
18-MAY-21 03 320555127       1
18-MAY-21 03 320738567       2
18-MAY-21 03 321555128       1
18-MAY-21 03 323738560       1
18-MAY-21 03 355555128       1
18-MAY-21 03 362555127       1
18-MAY-21 03 366555121       1
18-MAY-21 03 411199272       2
18-MAY-21 03 662153938       1
18-MAY-21 03 691153933       1
18-MAY-21 03 751134936       1
18-MAY-21 03 776197331       1
18-MAY-21 03 787197334       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
18-MAY-21 03 910161936       1
18-MAY-21 03 929114407       1
18-MAY-21 03 944136399       1
18-MAY-21 04 051968265       1
18-MAY-21 04 099008407       1
18-MAY-21 04 099008419       1
18-MAY-21 04 100186899       1
18-MAY-21 04 111790691       1
18-MAY-21 04 111942656       2
18-MAY-21 04 112942657       2
18-MAY-21 04 138799018       2
18-MAY-21 04 304199094       1
18-MAY-21 04 321199095       2
18-MAY-21 04 348760681       1
18-MAY-21 04 365760682       1
18-MAY-21 04 400166092       1
18-MAY-21 04 625184522       1
18-MAY-21 04 631147077       1
18-MAY-21 04 633147079       1
18-MAY-21 04 654979015       1
18-MAY-21 04 669147071       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
18-MAY-21 04 670147074       1
18-MAY-21 04 675152880       1
18-MAY-21 04 676152881       1
18-MAY-21 04 688184527       1
18-MAY-21 04 776922330       1
18-MAY-21 06 099003748       1
18-MAY-21 06 099003750       1
18-MAY-21 06 099007962       2
18-MAY-21 06 099007974       2
18-MAY-21 06 108174397       1
18-MAY-21 06 123174396       2
18-MAY-21 06 135174390       3
18-MAY-21 06 200427094       1
18-MAY-21 06 255427099       2
18-MAY-21 06 262427098       4
18-MAY-21 06 304785439       1
18-MAY-21 06 323785432       2
18-MAY-21 06 351785436       1
18-MAY-21 06 363785430       1
18-MAY-21 06 673112050       1
