

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-03' And DATE '2021-05-03')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
03-MAY-21 01 100906772       1
03-MAY-21 01 101795360       1
03-MAY-21 01 103199736       1
03-MAY-21 01 105795364       1
03-MAY-21 01 106199739       1
03-MAY-21 01 111996027       1
03-MAY-21 01 114795365       1
03-MAY-21 01 126165679       1
03-MAY-21 01 134165679       2
03-MAY-21 01 135165670       2
03-MAY-21 01 140147415       1
03-MAY-21 01 169198643       1
03-MAY-21 01 169734158       1
03-MAY-21 01 200195130       1
03-MAY-21 01 254773596       2
03-MAY-21 01 261773595       4
03-MAY-21 01 287113624       1
03-MAY-21 01 294113623       4
03-MAY-21 01 321199499       2
03-MAY-21 01 349199491       1
03-MAY-21 01 358199492       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
03-MAY-21 01 500030945       2
03-MAY-21 01 603459707       1
03-MAY-21 01 653459707       1
03-MAY-21 01 673114713       1
03-MAY-21 01 910110890       1
03-MAY-21 01 910112363       1
03-MAY-21 01 942703958       1
03-MAY-21 01 942716094       1
03-MAY-21 03 099008407       3
03-MAY-21 03 099008419       1
03-MAY-21 03 100544685       1
03-MAY-21 03 140147415       2
03-MAY-21 03 169198643       1
03-MAY-21 03 174197686       1
03-MAY-21 03 184197688       1
03-MAY-21 03 196953434       1
03-MAY-21 03 263799325       2
03-MAY-21 03 300783772       1
03-MAY-21 03 308783770       2
03-MAY-21 03 311783775       1
03-MAY-21 03 317783771       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
03-MAY-21 03 323783779       1
03-MAY-21 03 350783772       1
03-MAY-21 03 363783777       1
03-MAY-21 03 400943646       1
03-MAY-21 03 403195921       1
03-MAY-21 03 405195923       1
03-MAY-21 03 450196879       1
03-MAY-21 03 626605630       1
03-MAY-21 03 630605636       1
03-MAY-21 03 667706330       1
03-MAY-21 03 671763526       1
03-MAY-21 03 742905081       1
03-MAY-21 03 751144862       1
03-MAY-21 03 754994385       2
03-MAY-21 03 760599828       1
03-MAY-21 03 776406590       1
03-MAY-21 03 910213278       1
03-MAY-21 03 926114062       1
03-MAY-21 03 926118452       1
03-MAY-21 04 106479911       1
03-MAY-21 04 140111953       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
03-MAY-21 04 142914971       1
03-MAY-21 04 148112408       1
03-MAY-21 04 231557589       1
03-MAY-21 04 235557583       1
03-MAY-21 04 253557585       6
03-MAY-21 04 301487054       1
03-MAY-21 04 312553604       1
03-MAY-21 04 323716982       2
03-MAY-21 04 400760410       1
03-MAY-21 04 406760416       1
03-MAY-21 04 554949338       4
03-MAY-21 04 923130746       6
03-MAY-21 04 923213071       1
03-MAY-21 04 923213083       1
03-MAY-21 04 923213348       1
03-MAY-21 04 923216495       1
03-MAY-21 04 923216736       1
03-MAY-21 04 929005379       1
03-MAY-21 06 099008407       1
03-MAY-21 06 099008419       1
