

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-28' And DATE '2021-05-28')
AND (SO.SO_STORE_CD Between '01' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;




SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
28-MAY-21 01 099008407       1
28-MAY-21 01 099008419       1
28-MAY-21 01 217139078       1
28-MAY-21 01 220139073       1
28-MAY-21 01 261112230       6
28-MAY-21 01 276139079       1
28-MAY-21 01 304499583       1
28-MAY-21 01 351499580       1
28-MAY-21 01 365499586       1
28-MAY-21 01 923211370       1
28-MAY-21 03 013731686       1
28-MAY-21 03 013733298       1
28-MAY-21 03 013781059       1
28-MAY-21 03 013794525       1
28-MAY-21 03 014400509       1
28-MAY-21 03 014407995       1
28-MAY-21 03 014448369       1
28-MAY-21 03 014450148       1
28-MAY-21 03 015983807       1
28-MAY-21 03 099001958       1
28-MAY-21 03 099001960       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
28-MAY-21 03 099008407       5
28-MAY-21 03 099008419       7
28-MAY-21 03 099009411       2
28-MAY-21 03 112799501       2
28-MAY-21 03 114798525       1
28-MAY-21 03 115798526       1
28-MAY-21 03 123798526       1
28-MAY-21 03 124798527       1
28-MAY-21 03 125798528       2
28-MAY-21 03 137117734       2
28-MAY-21 03 140993165       2
28-MAY-21 03 200346953       1
28-MAY-21 03 217139078       1
28-MAY-21 03 220139073       1
28-MAY-21 03 231010769       1
28-MAY-21 03 231109376       1
28-MAY-21 03 232109377       1
28-MAY-21 03 235770725       1
28-MAY-21 03 235799484       1
28-MAY-21 03 247799488       1
28-MAY-21 03 253346956       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
28-MAY-21 03 253799486       4
28-MAY-21 03 260346955       6
28-MAY-21 03 263195630       4
28-MAY-21 03 270779980       1
28-MAY-21 03 276139079       1
28-MAY-21 03 292112124       4
28-MAY-21 03 300935066       1
28-MAY-21 03 302148300       1
28-MAY-21 03 303184585       1
28-MAY-21 03 304785439       1
28-MAY-21 03 306148304       1
28-MAY-21 03 312497387       1
28-MAY-21 03 312799577       1
28-MAY-21 03 320328378       1
28-MAY-21 03 321148303       2
28-MAY-21 03 321184587       2
28-MAY-21 03 321434641       1
28-MAY-21 03 321497388       1
28-MAY-21 03 321796724       1
28-MAY-21 03 323785432       2
28-MAY-21 03 338785439       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
28-MAY-21 03 346148302       2
28-MAY-21 03 347148303       2
28-MAY-21 03 348328370       1
28-MAY-21 03 348799579       1
28-MAY-21 03 351563032       1
28-MAY-21 03 351785436       1
28-MAY-21 03 351796720       1
28-MAY-21 03 355434641       1
28-MAY-21 03 356497389       1
28-MAY-21 03 360199408       1
28-MAY-21 03 361199409       1
28-MAY-21 03 363563036       1
28-MAY-21 03 363785430       1
28-MAY-21 03 363796724       1
28-MAY-21 03 364497389       1
28-MAY-21 03 365328371       1
28-MAY-21 03 365799570       1
28-MAY-21 03 366328372       1
