

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-08' And DATE '2021-05-08')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
08-MAY-21 01 111199279       1
08-MAY-21 01 113929838       1
08-MAY-21 01 114255272       1
08-MAY-21 01 673114713       1
08-MAY-21 01 910715436       1
08-MAY-21 03 014468981       1
08-MAY-21 03 014498768       1
08-MAY-21 03 099008407       3
08-MAY-21 03 099008419       5
08-MAY-21 03 100920734       1
08-MAY-21 03 102790145       2
08-MAY-21 03 115790075       1
08-MAY-21 03 126165679       2
08-MAY-21 03 126936333       4
08-MAY-21 03 126973204       2
08-MAY-21 03 128165671       1
08-MAY-21 03 129165672       1
08-MAY-21 03 134165679       2
08-MAY-21 03 135165670       2
08-MAY-21 03 144646001       2
08-MAY-21 03 145960781       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
08-MAY-21 03 151179972       2
08-MAY-21 03 170920738       1
08-MAY-21 03 200924719       1
08-MAY-21 03 201545019       1
08-MAY-21 03 201924710       2
08-MAY-21 03 208770722       1
08-MAY-21 03 252550453       2
08-MAY-21 03 252770726       2
08-MAY-21 03 254495659       2
08-MAY-21 03 255545013       6
08-MAY-21 03 259770723       4
08-MAY-21 03 268763147       1
08-MAY-21 03 268770724       1
08-MAY-21 03 303497386       1
08-MAY-21 03 303797558       1
08-MAY-21 03 310901536       1
08-MAY-21 03 314901528       1
08-MAY-21 03 321797550       2
08-MAY-21 03 351499580       1
08-MAY-21 03 351716986       1
08-MAY-21 03 361716988       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
08-MAY-21 03 365499586       1
08-MAY-21 03 366716983       1
08-MAY-21 03 367499588       1
08-MAY-21 03 407918599       2
08-MAY-21 03 407943996       2
08-MAY-21 03 430943995       1
08-MAY-21 03 431943996       1
08-MAY-21 03 432943997       1
08-MAY-21 03 446199538       1
08-MAY-21 03 447199539       1
08-MAY-21 03 562490599       1
08-MAY-21 03 600459843       1
08-MAY-21 03 626970051       2
08-MAY-21 03 655527196       1
08-MAY-21 03 675140746       1
08-MAY-21 03 688459847       1
08-MAY-21 03 767191251       1
08-MAY-21 03 792128956       1
08-MAY-21 03 926125902       1
08-MAY-21 04 099008407       1
08-MAY-21 04 099008419       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
08-MAY-21 04 100901722       1
08-MAY-21 04 102980883       1
08-MAY-21 04 103799005       1
08-MAY-21 04 104171210       1
08-MAY-21 04 119780523       1
08-MAY-21 04 122780528       1
08-MAY-21 04 122799781       1
08-MAY-21 04 123799782       1
08-MAY-21 04 126799785       2
08-MAY-21 04 127799786       1
08-MAY-21 04 140975179       2
08-MAY-21 04 150156923       1
08-MAY-21 04 201189188       1
08-MAY-21 04 252189189       2
08-MAY-21 04 259189186       4
08-MAY-21 04 266199554       1
08-MAY-21 04 268763147       1
08-MAY-21 04 304972448       1
08-MAY-21 04 320199094       1
08-MAY-21 04 320790480       1
