


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-05-27' And DATE '2021-05-27')
AND (SO.SO_STORE_CD Between '01' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAY-21 01 038925915       1
27-MAY-21 01 140441611       1
27-MAY-21 01 306199490       1
27-MAY-21 01 316779909       1
27-MAY-21 01 403195921       1
27-MAY-21 01 405195923       1
27-MAY-21 03 011901685       1
27-MAY-21 03 013731686       1
27-MAY-21 03 013991129       1
27-MAY-21 03 014301080       1
27-MAY-21 03 014414609       1
27-MAY-21 03 020935473       1
27-MAY-21 03 099001958       1
27-MAY-21 03 099001960       1
27-MAY-21 03 099008407       5
27-MAY-21 03 099008419       7
27-MAY-21 03 100902952       1
27-MAY-21 03 103745444       1
27-MAY-21 03 103790122       1
27-MAY-21 03 106790125       1
27-MAY-21 03 107942270       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAY-21 03 108942271       1
27-MAY-21 03 111186892       1
27-MAY-21 03 112799501       2
27-MAY-21 03 115790126       1
27-MAY-21 03 121140595       1
27-MAY-21 03 123140597       1
27-MAY-21 03 131140597       1
27-MAY-21 03 132140598       1
27-MAY-21 03 135140591       2
27-MAY-21 03 136140592       1
27-MAY-21 03 136931183       2
27-MAY-21 03 140132717       2
27-MAY-21 03 150750353       2
27-MAY-21 03 200977013       1
27-MAY-21 03 201977014       1
27-MAY-21 03 260966896       1
27-MAY-21 03 293977014       2
27-MAY-21 03 317783771       2
27-MAY-21 03 321980648       1
27-MAY-21 03 508088881       1
27-MAY-21 03 509099190       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAY-21 03 509099809       2
27-MAY-21 03 521045256       1
27-MAY-21 03 522099313       1
27-MAY-21 03 532099315       1
27-MAY-21 03 534003758       1
27-MAY-21 03 600763521       1
27-MAY-21 03 603884900       1
27-MAY-21 03 613715373       1
27-MAY-21 03 630763527       1
27-MAY-21 03 653884900       1
27-MAY-21 03 667884906       1
27-MAY-21 03 682634867       1
27-MAY-21 03 683459703       1
27-MAY-21 03 749199762       1
27-MAY-21 03 758199763       1
27-MAY-21 03 759199764       1
27-MAY-21 03 770199769       1
27-MAY-21 03 771199760       1
27-MAY-21 03 929148989       1
27-MAY-21 03 954111894       1
27-MAY-21 03 954212482       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
27-MAY-21 04 151191764       1
27-MAY-21 04 303497386       1
27-MAY-21 04 312760689       1
27-MAY-21 04 323497380       2
27-MAY-21 04 363779906       1
27-MAY-21 04 364779907       1
27-MAY-21 04 400822917       3
27-MAY-21 04 450941046       1
27-MAY-21 04 507039837       1
27-MAY-21 04 526039830       1
27-MAY-21 04 533003341       1
27-MAY-21 04 603124974       1
27-MAY-21 04 633124970       1
27-MAY-21 04 923017570       1
27-MAY-21 04 923117091       1
27-MAY-21 06 099000247       1
27-MAY-21 06 099008407       2
27-MAY-21 06 099008419       1
