


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-02-10' And DATE '2021-02-10')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD, ITM_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
10-FEB-21 01 041952068       1
10-FEB-21 01 041962805       1
10-FEB-21 01 041980182       1
10-FEB-21 01 043922714       1
10-FEB-21 01 049926263       1
10-FEB-21 01 051976820       1
10-FEB-21 01 320799680       2
10-FEB-21 03 014592148       1
10-FEB-21 03 048920171       1
10-FEB-21 03 064945628       1
10-FEB-21 03 099000247       6
10-FEB-21 03 099001958       1
10-FEB-21 03 099008407       3
10-FEB-21 03 100187093       1
10-FEB-21 03 104187097       1
10-FEB-21 03 104740027       1
10-FEB-21 03 106171212       1
10-FEB-21 03 111187096       2
10-FEB-21 03 113187098       1
10-FEB-21 03 120185334       1
10-FEB-21 03 121185335       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
10-FEB-21 03 126185330       1
10-FEB-21 03 127185331       1
10-FEB-21 03 144776765       2
10-FEB-21 03 151191764       1
10-FEB-21 03 156935503       1
10-FEB-21 03 162934826       1
10-FEB-21 03 201741469       1
10-FEB-21 03 214741464       1
10-FEB-21 03 231490157       1
10-FEB-21 03 231773599       1
10-FEB-21 03 235490151       1
10-FEB-21 03 235773593       1
10-FEB-21 03 254967410       4
10-FEB-21 03 255960710       2
10-FEB-21 03 260741460       6
10-FEB-21 03 261978664       6
10-FEB-21 03 265490157      11
10-FEB-21 03 363783777       1
10-FEB-21 03 523035699       2
10-FEB-21 03 600147335       1
10-FEB-21 03 601147336       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
10-FEB-21 03 602147337       1
10-FEB-21 03 630147331       1
10-FEB-21 03 631147332       1
10-FEB-21 03 682634867       1
10-FEB-21 03 682787973       1
10-FEB-21 03 809933838       2
10-FEB-21 03 910129255       1
10-FEB-21 04 014501755       1
10-FEB-21 04 103799295       1
10-FEB-21 04 151187979       1
10-FEB-21 04 159199148       1
10-FEB-21 04 230799489       1
10-FEB-21 04 261907603       2
