




SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-02-20' And DATE '2021-02-20')
AND (SO.SO_STORE_CD Between '00' And '15')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;


SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
20-FEB-21 01 122799781       1
20-FEB-21 01 123799782       1
20-FEB-21 01 126799785       1
20-FEB-21 01 127799786       1
20-FEB-21 01 600164925       1
20-FEB-21 01 601164926       1
20-FEB-21 01 673760964       1
20-FEB-21 01 675760966       1
20-FEB-21 01 910112894       2
20-FEB-21 01 910718494       1
20-FEB-21 01 923127509       1
20-FEB-21 01 944016864       1
20-FEB-21 01 954115791       2
20-FEB-21 03 001901912       1
20-FEB-21 03 001907560       1
20-FEB-21 03 001922283       1
20-FEB-21 03 001924566       1
20-FEB-21 03 001936915       1
20-FEB-21 03 001956828       1
20-FEB-21 03 001980526       1
20-FEB-21 03 013748198       3
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
20-FEB-21 03 013784423       1
20-FEB-21 03 014518659       1
20-FEB-21 03 014536885       1
20-FEB-21 03 014565521       1
20-FEB-21 03 014567816       1
20-FEB-21 03 014585662       1
20-FEB-21 03 014743620       1
20-FEB-21 03 014799829       1
20-FEB-21 03 099000247      13
20-FEB-21 03 099003748       1
20-FEB-21 03 099008407       8
20-FEB-21 03 100439252       1
20-FEB-21 03 100769251       1
20-FEB-21 03 103199736       1
20-FEB-21 03 103454978       1
20-FEB-21 03 103799005       1
20-FEB-21 03 104989213       1
20-FEB-21 03 105914849       1
20-FEB-21 03 106199739       1
20-FEB-21 03 106915044       1
20-FEB-21 03 108199577       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
20-FEB-21 03 111439255       1
20-FEB-21 03 113439257       1
20-FEB-21 03 114798525       1
20-FEB-21 03 115199730       1
20-FEB-21 03 115798526       1
20-FEB-21 03 116199577       1
20-FEB-21 03 117199578       1
20-FEB-21 03 121199574       1
20-FEB-21 03 123798526       1
20-FEB-21 03 125977174       1
20-FEB-21 03 126199276       1
20-FEB-21 03 126977175       1
20-FEB-21 03 127977176       1
20-FEB-21 03 128977177       1
20-FEB-21 03 129799360       1
20-FEB-21 03 134199276       1
20-FEB-21 03 135199277       1
20-FEB-21 03 135934013       1
20-FEB-21 03 136199571       1
20-FEB-21 03 140925756       4
20-FEB-21 03 140992644       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
20-FEB-21 03 151173350       1
20-FEB-21 03 153753946       1
20-FEB-21 03 162947986       1
20-FEB-21 03 163933306       1
20-FEB-21 03 163951784       1
20-FEB-21 03 165187191       1
20-FEB-21 03 166542211       1
20-FEB-21 03 200713281       1
20-FEB-21 03 230495651       1
20-FEB-21 03 248199463       4
20-FEB-21 03 253799486       2
20-FEB-21 03 255433814       1
20-FEB-21 03 260495657       4
20-FEB-21 03 260799485       6
20-FEB-21 03 262195639       4
20-FEB-21 03 268495655       1
20-FEB-21 03 269495656       1
20-FEB-21 03 300921536       1
