



SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-01-30' And DATE '2021-01-30')
AND (SO.SO_STORE_CD Between '00' And '15')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;


SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-JAN-21 01 111713841       2
30-JAN-21 01 400791035       1
30-JAN-21 01 625153933       1
30-JAN-21 01 688153938       1
30-JAN-21 01 954173464       1
30-JAN-21 03 013741853       1
30-JAN-21 03 014589975       1
30-JAN-21 03 099000247       7
30-JAN-21 03 099008407       7
30-JAN-21 03 100112008       1
30-JAN-21 03 100155387       2
30-JAN-21 03 100186899       1
30-JAN-21 03 100695557       1
30-JAN-21 03 100776763       2
30-JAN-21 03 103199736       1
30-JAN-21 03 103913186       4
30-JAN-21 03 104913187       1
30-JAN-21 03 105901258       2
30-JAN-21 03 105913188       1
30-JAN-21 03 106112004       1
30-JAN-21 03 106199739       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-JAN-21 03 107695554       1
30-JAN-21 03 107987452       1
30-JAN-21 03 108987453       1
30-JAN-21 03 109987454       1
30-JAN-21 03 111186892       1
30-JAN-21 03 112799501       2
30-JAN-21 03 113790047       1
30-JAN-21 03 116799240       2
30-JAN-21 03 120799816       1
30-JAN-21 03 121799817       1
30-JAN-21 03 126165679       1
30-JAN-21 03 126799812       1
30-JAN-21 03 127799813       1
30-JAN-21 03 134165679       1
30-JAN-21 03 135165670       1
30-JAN-21 03 144776765       1
30-JAN-21 03 144940548       1
30-JAN-21 03 146919569       1
30-JAN-21 03 147113738       1
30-JAN-21 03 147118928       1
30-JAN-21 03 148113739       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-JAN-21 03 156949627       2
30-JAN-21 03 169198643       1
30-JAN-21 03 208773590       1
30-JAN-21 03 217160023       1
30-JAN-21 03 217199531       1
30-JAN-21 03 220199536       1
30-JAN-21 03 230799326       1
30-JAN-21 03 231425643       1
30-JAN-21 03 231799327       1
30-JAN-21 03 235425647       1
30-JAN-21 03 248773598       2
30-JAN-21 03 254773596       2
30-JAN-21 03 254779980       5
30-JAN-21 03 255425641       2
30-JAN-21 03 256425642       4
30-JAN-21 03 261199535       6
30-JAN-21 03 261773595       6
30-JAN-21 03 263799325       6
30-JAN-21 03 267530460       1
30-JAN-21 03 268909921       1
30-JAN-21 03 269199557       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
30-JAN-21 03 269550452       1
30-JAN-21 03 270779980       1
30-JAN-21 03 276199532       1
30-JAN-21 03 277160025       1
30-JAN-21 03 278199534       1
30-JAN-21 03 280148062       1
30-JAN-21 03 281148063       1
30-JAN-21 03 294148068       4
30-JAN-21 03 294418352       4
30-JAN-21 03 301167854       1
30-JAN-21 03 301173314       1
30-JAN-21 03 301198657       1
30-JAN-21 03 303711508       1
30-JAN-21 03 304785439       1
30-JAN-21 03 304799452       1
30-JAN-21 03 304799577       1
30-JAN-21 03 304970862       1
30-JAN-21 03 312799577       1
