



SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-01-13' And DATE '2021-01-13')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
13-JAN-21 01 038983311       1
13-JAN-21 01 048956378       1
13-JAN-21 01 048971558       1
13-JAN-21 01 048994063       1
13-JAN-21 01 048998465       1
13-JAN-21 01 049908683       1
13-JAN-21 01 049996020       1
13-JAN-21 01 051983736       1
13-JAN-21 01 100981681       2
13-JAN-21 01 431745326       1
13-JAN-21 01 432745327       1
13-JAN-21 01 435745320       1
13-JAN-21 01 998971177       1
13-JAN-21 03 014570899       1
13-JAN-21 03 014599724       1
13-JAN-21 03 014742286       1
13-JAN-21 03 300199711       1
13-JAN-21 03 301190827       1
13-JAN-21 03 320190820       2
13-JAN-21 03 321199716       2
13-JAN-21 03 350760685       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
13-JAN-21 03 351190827       1
13-JAN-21 03 352190828       1
13-JAN-21 03 356760681       1
13-JAN-21 03 363760680       1
13-JAN-21 03 364760681       1
13-JAN-21 03 367148307       1
13-JAN-21 03 367190825       1
13-JAN-21 03 367760684       1
13-JAN-21 03 368148308       1
13-JAN-21 03 369148309       1
13-JAN-21 03 506025217       1
13-JAN-21 03 507030067       1
13-JAN-21 03 759599825       1
13-JAN-21 03 768730511       1
13-JAN-21 03 769730512       1
13-JAN-21 03 770599820       1
13-JAN-21 03 771599821       1
13-JAN-21 03 774599824       1
13-JAN-21 03 954179240       1
13-JAN-21 04 099003748       1
13-JAN-21 04 099008407       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
13-JAN-21 04 111544688       1
13-JAN-21 04 113544680       1
13-JAN-21 04 140132717       2
13-JAN-21 04 259775925       1
13-JAN-21 04 403195921       1
13-JAN-21 04 405195923       1
13-JAN-21 04 521045256       1
13-JAN-21 04 613147330       1
13-JAN-21 04 614147331       1
13-JAN-21 04 615147332       1
13-JAN-21 04 630147331       1
13-JAN-21 04 631147332       1
13-JAN-21 04 910729308       1
13-JAN-21 04 910729853       1
13-JAN-21 04 923118144       1
13-JAN-21 04 923132815       1
13-JAN-21 04 951190950       1
13-JAN-21 06 099000247       3
13-JAN-21 06 099008407       2
13-JAN-21 06 100171216       1
13-JAN-21 06 100743132       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
13-JAN-21 06 103170508       1
13-JAN-21 06 104171210       1
13-JAN-21 06 104743136       1
13-JAN-21 06 106170501       1
13-JAN-21 06 111171219       1
13-JAN-21 06 113171211       1
13-JAN-21 06 122199842       2
13-JAN-21 06 123199843       2
13-JAN-21 06 403195921       1
13-JAN-21 06 405195923       1
13-JAN-21 06 419183897       1
13-JAN-21 06 421183891       1
13-JAN-21 06 430944175       2
13-JAN-21 06 431183893       1
13-JAN-21 06 435969172       1
13-JAN-21 06 603138707       1
13-JAN-21 06 622114700       1
13-JAN-21 06 623114701       1
