



SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-01-19' And DATE '2021-01-19')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
19-JAN-21 01 014508002       1
19-JAN-21 01 038977813       1
19-JAN-21 01 040955479       1
19-JAN-21 01 051928350       1
19-JAN-21 01 099000247       1
19-JAN-21 01 099007974       1
19-JAN-21 01 144130046       1
19-JAN-21 01 301760395       1
19-JAN-21 01 302130430       1
19-JAN-21 01 306130434       1
19-JAN-21 01 306760390       1
19-JAN-21 01 312130432       1
19-JAN-21 01 312760398       1
19-JAN-21 01 320799680       1
19-JAN-21 01 321130433       1
19-JAN-21 01 342567661       1
19-JAN-21 01 351130439       2
19-JAN-21 01 519046874       2
19-JAN-21 01 528046875       1
19-JAN-21 01 954160392       1
19-JAN-21 03 013731890       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
19-JAN-21 03 014501212       1
19-JAN-21 03 014561840       1
19-JAN-21 03 051954355       1
19-JAN-21 03 099000247       2
19-JAN-21 03 099008407       2
19-JAN-21 03 100187093       1
19-JAN-21 03 100788338       2
19-JAN-21 03 111187096       1
19-JAN-21 03 113187098       1
19-JAN-21 03 113196821       1
19-JAN-21 03 116799240       1
19-JAN-21 03 118196826       1
19-JAN-21 03 140911769       4
19-JAN-21 03 200959952       1
19-JAN-21 03 201959953       1
19-JAN-21 03 217139078       1
19-JAN-21 03 220139073       1
19-JAN-21 03 261425649       2
19-JAN-21 03 263959957       6
19-JAN-21 03 269785752       1
19-JAN-21 03 270799122       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
19-JAN-21 03 271799123       1
19-JAN-21 03 276139079       1
19-JAN-21 03 280148062       1
19-JAN-21 03 281148063       1
19-JAN-21 03 292112124       4
19-JAN-21 03 294148068       5
19-JAN-21 03 303437962       1
19-JAN-21 03 309437968       1
19-JAN-21 03 312437963       1
19-JAN-21 03 320173317       2
19-JAN-21 03 321437964       1
19-JAN-21 03 323437966       1
19-JAN-21 03 351173314       1
19-JAN-21 03 356437965       1
19-JAN-21 03 363173318       1
19-JAN-21 03 363188256       1
19-JAN-21 03 364188257       1
19-JAN-21 03 364437965       1
19-JAN-21 03 366437967       1
19-JAN-21 03 367173312       1
19-JAN-21 03 367188250       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
19-JAN-21 03 508048192       1
19-JAN-21 03 509043941       2
19-JAN-21 03 519099192       2
19-JAN-21 03 528099636       1
19-JAN-21 03 534003758       1
19-JAN-21 03 600763521       1
19-JAN-21 03 602723175       1
19-JAN-21 03 603111080       1
19-JAN-21 03 603126005       1
19-JAN-21 03 626723173       1
19-JAN-21 03 627959010       1
19-JAN-21 03 630763527       2
19-JAN-21 03 749461416       1
19-JAN-21 03 923164711       1
19-JAN-21 03 954119206       1
19-JAN-21 04 099000247       1
19-JAN-21 04 099008407       1
19-JAN-21 04 101790144       2
