



SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-06-07' And DATE '2021-06-07')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-JUN-21 01 113780755       1
07-JUN-21 01 200799483       1
07-JUN-21 01 249442649       2
07-JUN-21 01 252411308       6
07-JUN-21 01 270779980       2
07-JUN-21 01 506043948       1
07-JUN-21 01 507043949       1
07-JUN-21 01 523035699       1
07-JUN-21 01 529014805       2
07-JUN-21 01 962104382       1
07-JUN-21 03 013731686       1
07-JUN-21 03 014473817       1
07-JUN-21 03 099008407       4
07-JUN-21 03 099008419       4
07-JUN-21 03 100963380       1
07-JUN-21 03 101498132       1
07-JUN-21 03 106170501       1
07-JUN-21 03 109754146       1
07-JUN-21 03 111498134       2
07-JUN-21 03 111963383       2
07-JUN-21 03 112963384       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-JUN-21 03 119754148       1
07-JUN-21 03 126754147       1
07-JUN-21 03 137117734       1
07-JUN-21 03 138117735       2
07-JUN-21 03 147117736       2
07-JUN-21 03 200906305       1
07-JUN-21 03 200931663       1
07-JUN-21 03 208770722       1
07-JUN-21 03 209931662       1
07-JUN-21 03 252770726       2
07-JUN-21 03 259550450       4
07-JUN-21 03 259770723       4
07-JUN-21 03 268199532       1
07-JUN-21 03 269725148       1
07-JUN-21 03 351328375       1
07-JUN-21 03 366328372       1
07-JUN-21 03 372328370       1
07-JUN-21 03 410199550       2
07-JUN-21 03 414906579       1
07-JUN-21 03 417906572       1
07-JUN-21 03 423906570       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-JUN-21 03 431967213       1
07-JUN-21 03 432967214       1
07-JUN-21 03 435967217       1
07-JUN-21 03 518065506       1
07-JUN-21 03 519046874       2
07-JUN-21 03 519082870       2
07-JUN-21 03 521045256       1
07-JUN-21 03 528082871       1
07-JUN-21 03 601474339       1
07-JUN-21 03 631474335       2
07-JUN-21 03 654743321       1
07-JUN-21 03 660226791       1
07-JUN-21 03 662474332       1
07-JUN-21 03 671760481       1
07-JUN-21 03 675140746       1
07-JUN-21 03 768730511       1
07-JUN-21 03 769730512       1
07-JUN-21 03 910130056       2
07-JUN-21 03 910137264       2
07-JUN-21 04 001784556       1
07-JUN-21 04 065936101       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-JUN-21 04 065937963       1
07-JUN-21 04 065945439       1
07-JUN-21 04 066910603       1
07-JUN-21 04 066931099       1
07-JUN-21 04 066949464       1
07-JUN-21 04 099008407       1
07-JUN-21 04 099008419       1
07-JUN-21 04 100942069       1
07-JUN-21 04 217139078       1
07-JUN-21 04 229444358       1
07-JUN-21 04 231444352       1
07-JUN-21 04 253433533       1
07-JUN-21 04 260444357       4
07-JUN-21 04 302431286       1
07-JUN-21 04 304760689       1
07-JUN-21 04 306431280       1
07-JUN-21 04 312431288       1
07-JUN-21 04 320760689       2
