

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-04-17' And DATE '2021-04-17')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
17-APR-21 01 148111951       1
17-APR-21 01 605429922       1
17-APR-21 01 626116203       1
17-APR-21 03 013781059       1
17-APR-21 03 014417605       1
17-APR-21 03 031987932       1
17-APR-21 03 099001958       1
17-APR-21 03 099001960       1
17-APR-21 03 099003748       2
17-APR-21 03 099003750       2
17-APR-21 03 099008407      11
17-APR-21 03 099008419      12
17-APR-21 03 099009411       1
17-APR-21 03 100155387       1
17-APR-21 03 100544685       1
17-APR-21 03 100695557       1
17-APR-21 03 100743132       1
17-APR-21 03 100975246       1
17-APR-21 03 102790145       1
17-APR-21 03 103790071       1
17-APR-21 03 104743136       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
17-APR-21 03 107198447       1
17-APR-21 03 111544688       1
17-APR-21 03 113544680       1
17-APR-21 03 113972029       1
17-APR-21 03 126916545       2
17-APR-21 03 136903590       1
17-APR-21 03 137117734       1
17-APR-21 03 140132717       2
17-APR-21 03 140927508       1
17-APR-21 03 142917600       1
17-APR-21 03 144646001       1
17-APR-21 03 144750002       2
17-APR-21 03 146913074       3
17-APR-21 03 148199614       1
17-APR-21 03 153145137       1
17-APR-21 03 153153514       1
17-APR-21 03 156964566       2
17-APR-21 03 190510062       1
17-APR-21 03 200750203       1
17-APR-21 03 208490158       1
17-APR-21 03 209490159       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
17-APR-21 03 210131051       1
17-APR-21 03 213145990       1
17-APR-21 03 217139078       2
17-APR-21 03 220139073       2
17-APR-21 03 235799484       1
17-APR-21 03 247799488       1
17-APR-21 03 259775925       4
17-APR-21 03 261490153       6
17-APR-21 03 262490154       2
17-APR-21 03 263775921       2
17-APR-21 03 268199532       1
17-APR-21 03 268770724       1
17-APR-21 03 268905098       1
17-APR-21 03 276139079       2
17-APR-21 03 277199533       1
17-APR-21 03 292112124       4
17-APR-21 03 301198657       1
17-APR-21 03 302738565       1
17-APR-21 03 306198652       1
17-APR-21 03 316779909       1
17-APR-21 03 317783771       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
17-APR-21 03 320167857       2
17-APR-21 03 320738567       2
17-APR-21 03 320797559       1
17-APR-21 03 320799995       2
17-APR-21 03 321190821       2
17-APR-21 03 321198651       2
17-APR-21 03 338198650       1
17-APR-21 03 350783772       1
17-APR-21 03 351190827       1
17-APR-21 03 352190828       1
17-APR-21 03 356198652       1
17-APR-21 03 356738569       1
17-APR-21 03 356799997       1
17-APR-21 03 357738560       1
17-APR-21 03 363783777       1
17-APR-21 03 364198652       1
17-APR-21 03 364738569       1
17-APR-21 03 367190825       1
17-APR-21 03 367799990       1
17-APR-21 03 368738563       1
17-APR-21 03 371198651       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
