


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-04-24' And DATE '2021-04-24')
AND (SO.SO_STORE_CD Between '00' And '15')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;


SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
24-APR-21 01 099008407       1
24-APR-21 01 099008419       1
24-APR-21 01 103799295       1
24-APR-21 01 104187097       1
24-APR-21 01 105982513       1
24-APR-21 01 106799298       1
24-APR-21 01 111790691       1
24-APR-21 01 113955554       2
24-APR-21 01 115982515       1
24-APR-21 01 125982517       1
24-APR-21 01 140955557       2
24-APR-21 01 200599201       1
24-APR-21 01 231429730       1
24-APR-21 01 235429734       1
24-APR-21 01 253729364       1
24-APR-21 01 256429739       4
24-APR-21 01 268157611       1
24-APR-21 01 310779648       1
24-APR-21 01 311961898       1
24-APR-21 01 320738567       2
24-APR-21 01 323437966       3
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
24-APR-21 01 355437964       2
24-APR-21 01 356738569       1
24-APR-21 01 362437963       2
24-APR-21 01 364738569       1
24-APR-21 01 366437967       2
24-APR-21 01 368738563       1
24-APR-21 01 506023287       1
24-APR-21 01 507030067       1
24-APR-21 01 518025324       1
24-APR-21 01 523035699       1
24-APR-21 01 600763521       1
24-APR-21 01 630763527       1
24-APR-21 01 809414078       3
24-APR-21 01 910151353       1
24-APR-21 01 910160465       2
24-APR-21 01 910166380       2
24-APR-21 01 910751406       1
24-APR-21 01 929006078       1
24-APR-21 01 929006509       1
24-APR-21 01 941016203       1
24-APR-21 01 959712019       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
24-APR-21 03 014411273       1
24-APR-21 03 014421010       1
24-APR-21 03 099003748       1
24-APR-21 03 099003750       1
24-APR-21 03 099008407       9
24-APR-21 03 099008419       9
24-APR-21 03 100941459       1
24-APR-21 03 107198447       1
24-APR-21 03 109754146       1
24-APR-21 03 112198444       1
24-APR-21 03 113198445       1
24-APR-21 03 115799299       2
24-APR-21 03 116199577       1
24-APR-21 03 117199578       1
24-APR-21 03 119754148       1
24-APR-21 03 121199574       2
24-APR-21 03 122757911       1
24-APR-21 03 123757912       1
24-APR-21 03 126176761       1
24-APR-21 03 126754147       1
24-APR-21 03 126757915       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
24-APR-21 03 127176762       1
24-APR-21 03 127757916       1
24-APR-21 03 128757917       1
24-APR-21 03 129165672       1
24-APR-21 03 134165679       1
24-APR-21 03 134176761       1
24-APR-21 03 135165670       1
24-APR-21 03 135176762       1
24-APR-21 03 136199571       1
24-APR-21 03 138117735       1
24-APR-21 03 140132717       5
24-APR-21 03 140152238       2
24-APR-21 03 140740728       2
24-APR-21 03 140980081       4
24-APR-21 03 144100459       1
24-APR-21 03 147117180       2
24-APR-21 03 148117737       1
24-APR-21 03 154913149       1
24-APR-21 03 174197686       1
24-APR-21 03 184197688       1
24-APR-21 03 196999151       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
