

SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-04-02' And DATE '2021-04-02')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;



SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
02-APR-21 01 910722695       1
02-APR-21 01 910748536       1
02-APR-21 01 935005478       1
02-APR-21 03 038983258       1
02-APR-21 03 049934195       1
02-APR-21 03 051925657       1
02-APR-21 03 099008407       4
02-APR-21 03 099008419       4
02-APR-21 03 100788338       1
02-APR-21 03 103170508       1
02-APR-21 03 104750852       1
02-APR-21 03 106170501       1
02-APR-21 03 106199739       1
02-APR-21 03 107985838       1
02-APR-21 03 108985839       1
02-APR-21 03 126987796       2
02-APR-21 03 129176764       2
02-APR-21 03 134176761       1
02-APR-21 03 135176762       1
02-APR-21 03 138117735       2
02-APR-21 03 200126755       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
02-APR-21 03 201126756       1
02-APR-21 03 253499860       3
02-APR-21 03 261126758       2
02-APR-21 03 261773595       4
02-APR-21 03 261915597       4
02-APR-21 03 285918438       1
02-APR-21 03 300779901       1
02-APR-21 03 306199490       1
02-APR-21 03 320797559       2
02-APR-21 03 320925160       1
02-APR-21 03 351797556       2
02-APR-21 03 366797553       2
02-APR-21 03 421994408       2
02-APR-21 03 423994400       1
02-APR-21 03 431994400       1
02-APR-21 03 432994401       1
02-APR-21 03 435994404       1
02-APR-21 03 519099192       2
02-APR-21 03 528099193       1
02-APR-21 03 534003758       1
02-APR-21 03 603753939       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
02-APR-21 03 622114700       1
02-APR-21 03 623114701       1
02-APR-21 03 624114702       1
02-APR-21 03 625114703       1
02-APR-21 03 657179529       1
02-APR-21 03 667153464       1
02-APR-21 03 670199895       1
02-APR-21 03 673112050       1
02-APR-21 03 691753935       3
02-APR-21 03 910121588       2
02-APR-21 03 910751494       2
02-APR-21 04 217139078       1
02-APR-21 04 220139073       1
02-APR-21 04 235433810       1
02-APR-21 04 258128911       4
02-APR-21 04 276139079       1
02-APR-21 04 403195921       1
02-APR-21 04 405195923       1
02-APR-21 04 440939203       4
02-APR-21 04 701774918       1
02-APR-21 04 910108097       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
02-APR-21 04 923017873       1
02-APR-21 04 923112988       1
02-APR-21 04 923119704       1
02-APR-21 04 929011889       1
02-APR-21 04 961119293       1
02-APR-21 06 134165679       1
02-APR-21 06 135165670       1
02-APR-21 06 408759960       2
02-APR-21 06 507030067       1
02-APR-21 06 751192104       1
02-APR-21 06 759712803       1
02-APR-21 06 944729740       1
02-APR-21 08 038908616       1
02-APR-21 08 049999937       1
02-APR-21 08 051937905       1
02-APR-21 08 099003748       1
02-APR-21 08 099003750       1
02-APR-21 08 099007962       1
02-APR-21 08 099007974       1
02-APR-21 08 103935459       1
02-APR-21 08 104935450       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
