


SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-04-07' And DATE '2021-04-07')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;




SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-APR-21 01 114165675       1
07-APR-21 01 140123768       1
07-APR-21 01 673112050       1
07-APR-21 01 906130810       1
07-APR-21 03 099007962       1
07-APR-21 03 099007974       1
07-APR-21 03 099008407       3
07-APR-21 03 099008419       3
07-APR-21 03 103790071       1
07-APR-21 03 111984666       1
07-APR-21 03 112984667       1
07-APR-21 03 115790075       1
07-APR-21 03 162941477       1
07-APR-21 03 174197686       1
07-APR-21 03 217139078       1
07-APR-21 03 217145134       1
07-APR-21 03 220139073       1
07-APR-21 03 276139079       1
07-APR-21 03 277145136       1
07-APR-21 03 356902328       1
07-APR-21 03 357902329       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-APR-21 03 368902322       1
07-APR-21 03 426795374       1
07-APR-21 03 431748170       1
07-APR-21 03 432748171       1
07-APR-21 03 436748175       1
07-APR-21 03 514039836       2
07-APR-21 03 516082877       1
07-APR-21 03 517082878       1
07-APR-21 03 532003807       2
07-APR-21 03 611128629       1
07-APR-21 03 612128620       1
07-APR-21 03 627908582       1
07-APR-21 03 654908802       1
07-APR-21 04 099008407       2
07-APR-21 04 099008419       2
07-APR-21 04 100155387       1
07-APR-21 04 103170508       1
07-APR-21 04 103199736       1
07-APR-21 04 106170501       1
07-APR-21 04 113155382       1
07-APR-21 04 159199477       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-APR-21 04 217199531       1
07-APR-21 04 220199536       1
07-APR-21 04 231433816       1
07-APR-21 04 235433810       1
07-APR-21 04 260433811       4
07-APR-21 04 261199535       6
07-APR-21 04 262112801       4
07-APR-21 04 276199532       1
07-APR-21 04 278199534       1
07-APR-21 04 302711696       1
07-APR-21 04 312448550       1
07-APR-21 04 312946164       2
07-APR-21 04 320448550       2
07-APR-21 04 320946164       2
07-APR-21 04 348448552       1
07-APR-21 04 365448553       1
07-APR-21 04 366448554       1
07-APR-21 04 446192217       1
07-APR-21 04 447192218       1
07-APR-21 04 500056456       2
07-APR-21 04 508056454       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
07-APR-21 04 511043945       2
07-APR-21 04 519043943       2
07-APR-21 04 910124116       1
07-APR-21 04 923024448       1
07-APR-21 04 923122422       1
07-APR-21 04 923137601       1
07-APR-21 04 923217233       1
07-APR-21 04 923217550       1
07-APR-21 04 923313427       1
07-APR-21 04 929150693       1
07-APR-21 04 929156520       1
07-APR-21 04 941112889       1
07-APR-21 04 941139758       1
07-APR-21 04 951118807       1
07-APR-21 04 954113482       1
07-APR-21 04 961152433       1
07-APR-21 06 099007962       1
07-APR-21 06 099007974       1
07-APR-21 06 099008407       3
07-APR-21 06 099008419       2
07-APR-21 06 103170508       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
