



SELECT SO.SO_WR_DT, SO.SO_STORE_CD, SO_LN.ITM_CD, SUM(SO_LN.QTY) AS QTY
FROM INV.ITM ITM, SALES.SO SO, SALES.SO_LN SO_LN
WHERE SO_LN.ITM_CD = ITM.ITM_CD AND SO.DEL_DOC_NUM = SO_LN.DEL_DOC_NUM AND ((SO.STAT_CD<>'V'))
AND (SO.SO_WR_DT Between DATE '2021-04-05' And DATE '2021-04-05')
AND (SO.SO_STORE_CD Between '00' And 'SS')
AND (SO.ORD_TP_CD='SAL') AND (SO_LN.VOID_FLAG<>'Y')
GROUP BY SO_LN.ITM_CD, SO.SO_STORE_CD, SO.SO_WR_DT
ORDER BY SO.SO_STORE_CD;




SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-APR-21 01 151177548       1
05-APR-21 03 014711116       1
05-APR-21 03 099003750       1
05-APR-21 03 099008407       4
05-APR-21 03 099008419       4
05-APR-21 03 101756748       1
05-APR-21 03 106479911       1
05-APR-21 03 107765200       1
05-APR-21 03 116783110       2
05-APR-21 03 129765206       1
05-APR-21 03 153753946       1
05-APR-21 03 201763148       1
05-APR-21 03 256763143       6
05-APR-21 03 299972781       1
05-APR-21 03 300779901       1
05-APR-21 03 303738566       1
05-APR-21 03 304799995       2
05-APR-21 03 312738567       1
05-APR-21 03 313797550       1
05-APR-21 03 317799990       4
05-APR-21 03 320738567       2
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-APR-21 03 355738568       1
05-APR-21 03 356799997       1
05-APR-21 03 362738567       1
05-APR-21 03 367799990       1
05-APR-21 03 368738563       1
05-APR-21 03 400165040       1
05-APR-21 03 410199550       1
05-APR-21 03 421199553       3
05-APR-21 03 423199555       1
05-APR-21 03 430932790       1
05-APR-21 03 433199557       1
05-APR-21 03 434199558       1
05-APR-21 03 509043941       2
05-APR-21 03 518043942       1
05-APR-21 03 609172515       1
05-APR-21 03 630417598       1
05-APR-21 03 633172515       1
05-APR-21 03 667111086       1
05-APR-21 03 795637528       1
05-APR-21 03 910118757       1
05-APR-21 03 923122650       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-APR-21 03 954126201       1
05-APR-21 04 038960971       1
05-APR-21 04 051990490       1
05-APR-21 04 102765205       1
05-APR-21 04 103168008       1
05-APR-21 04 103170508       1
05-APR-21 04 106168001       1
05-APR-21 04 106170501       1
05-APR-21 04 107765200       1
05-APR-21 04 109198019       1
05-APR-21 04 153972798       1
05-APR-21 04 255716458       4
05-APR-21 04 351190827       1
05-APR-21 04 352190828       1
05-APR-21 04 356931557       1
05-APR-21 04 364931557       1
05-APR-21 04 366931559       1
05-APR-21 04 367190825       1
05-APR-21 04 400165040       1
05-APR-21 04 509046872       2
05-APR-21 04 518065506       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
05-APR-21 04 643715379       1
05-APR-21 04 770983685       1
05-APR-21 04 793983682       1
05-APR-21 04 794913737       1
05-APR-21 04 797983686       1
05-APR-21 04 810414071       2
05-APR-21 04 923216166       1
05-APR-21 04 923216685       1
05-APR-21 04 954125160       1
05-APR-21 06 013733298       1
05-APR-21 06 014462155       1
05-APR-21 06 065907174       1
05-APR-21 06 065956305       1
05-APR-21 06 065966077       1
05-APR-21 06 099001960       2
05-APR-21 06 099007962       1
05-APR-21 06 099007974       1
05-APR-21 06 099008407       1
05-APR-21 06 099008419       2
05-APR-21 06 103170508       1
05-APR-21 06 106170501       1
 
SO_WR_DT  SO ITM_CD        QTY
--------- -- --------- -------
